pre_rating_pic	p1_file_name	p1_op_left	p1_op_right	p1_pic_left	p1_pic_right	p1_reward_1	p1_reward_2	p2_file_name	p2_op_left	p2_op_right	p2_pic_left	p2_pic_right	p2_reward_1	p2_reward_2	p2_forced_left	p2_forced_right	p3_file_name	p3_op_rating	p3_pic_rating	p4_file_name	p4_op_left	p4_op_right	p4_pic_left	p4_pic_right	p4_reward_1	p4_reward_2	p4_trial_type	p4_free_choice	p4_forced_left	p4_forced_right	p4_with_rating	p4_rt_fix_durat	p4_rating_pic	option_left	option_right	pic_left	pic_right	reward_stim_1	reward_stim_2	comp_number	trial_type	free_choice	forced_left	forced_right	with_rating	rt_fix_durat	with_block_break	with_new_instr	task_version	block_n	test_rating_pic	post_rating_pic1	post_rating_pic2	pre_loop.thisRepN	pre_loop.thisTrialN	pre_loop.thisN	pre_loop.thisIndex	p1_repeat.thisRepN	p1_repeat.thisTrialN	p1_repeat.thisN	p1_repeat.thisIndex	p1_loop.thisRepN	p1_loop.thisTrialN	p1_loop.thisN	p1_loop.thisIndex	p2_repeat.thisRepN	p2_repeat.thisTrialN	p2_repeat.thisN	p2_repeat.thisIndex	p2_loop.thisRepN	p2_loop.thisTrialN	p2_loop.thisN	p2_loop.thisIndex	p3_repeat.thisRepN	p3_repeat.thisTrialN	p3_repeat.thisN	p3_repeat.thisIndex	p3_loop.thisRepN	p3_loop.thisTrialN	p3_loop.thisN	p3_loop.thisIndex	p4_repeat.thisRepN	p4_repeat.thisTrialN	p4_repeat.thisN	p4_repeat.thisIndex	p4_loop.thisRepN	p4_loop.thisTrialN	p4_loop.thisN	p4_loop.thisIndex	p4_rating_loop.thisRepN	p4_rating_loop.thisTrialN	p4_rating_loop.thisN	p4_rating_loop.thisIndex	trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	test_rating_loop.thisRepN	test_rating_loop.thisTrialN	test_rating_loop.thisN	test_rating_loop.thisIndex	post_rating_loop1.thisRepN	post_rating_loop1.thisTrialN	post_rating_loop1.thisN	post_rating_loop1.thisIndex	post_rating_loop2.thisRepN	post_rating_loop2.thisTrialN	post_rating_loop2.thisN	post_rating_loop2.thisIndex	msg_pre.started	msg_pre.stopped	pic_pre.started	pic_pre.stopped	rating_bar_pre.response	rating_bar_pre.rt	rating_bar_pre.started	rating_bar_pre.stopped	msg_p1.started	msg_p1.stopped	left_option_p1.started	left_option_p1.stopped	right_option_p1.started	right_option_p1.stopped	fixation_p1.started	fixation_p1.stopped	fb_p1.started	fb_p1.stopped	msg2_p1.started	msg2_p1.stopped	msg_p2.started	msg_p2.stopped	left_option_p2.started	left_option_p2.stopped	right_option_p2.started	right_option_p2.stopped	fixation_p2.started	fixation_p2.stopped	left_gray_p2.started	left_gray_p2.stopped	right_gray_p2.started	right_gray_p2.stopped	fc_wrong_p2.started	fc_wrong_p2.stopped	fb_p2.started	fb_p2.stopped	msg2_p2.started	msg2_p2.stopped	msg_p3.started	msg_p3.stopped	pic_p3.started	pic_p3.stopped	rating_bar_p3.response	rating_bar_p3.rt	rating_bar_p3.started	rating_bar_p3.stopped	msg2_p3.started	msg2_p3.stopped	msg_p4.started	msg_p4.stopped	left_option_p4.started	left_option_p4.stopped	right_option_p4.started	right_option_p4.stopped	fixation_p4.started	fixation_p4.stopped	choice_p4.keys	choice_p4.rt	choice_p4.started	choice_p4.stopped	left_gray_p4.started	left_gray_p4.stopped	right_gray_p4.started	right_gray_p4.stopped	fc_wrong_p4.started	fc_wrong_p4.stopped	fb_p4.started	fb_p4.stopped	rating_p4.started	rating_p4.stopped	rating_bar_p4.response	rating_bar_p4.rt	rating_bar_p4.started	rating_bar_p4.stopped	reminder_rating_p4.started	reminder_rating_p4.stopped	msg2_p4.started	msg2_p4.stopped	instr_resp.keys	instr_resp.rt	instr_resp.started	instr_resp.stopped	test_instr_txt.started	test_instr_txt.stopped	break_text.started	break_text.stopped	break_resp.keys	break_resp.started	break_resp.stopped	new_instr_resp.keys	new_instr_resp.started	new_instr_resp.stopped	new_instr_txt.started	new_instr_txt.stopped	left_option.started	left_option.stopped	right_option.started	right_option.stopped	fixation.started	fixation.stopped	choice.keys	choice.corr	choice.started	choice.stopped	left_gray.started	left_gray.stopped	right_gray.started	right_gray.stopped	fc_wrong.started	fc_wrong.stopped	chosen_op	feedback_2.started	feedback_2.stopped	iti_fixation.started	iti_fixation.stopped	option_rating1.started	option_rating1.stopped	rating_bar1.response	rating_bar1.rt	rating_bar1.started	rating_bar1.stopped	rt_score1	reminder_rating1.started	reminder_rating1.stopped	choice.rt	break_resp.rt	new_instr_resp.rt	msg_post1.started	msg_post1.stopped	pic_post1.started	pic_post1.stopped	rating_bar_post1.response	rating_bar_post1.rt	rating_bar_post1.started	rating_bar_post1.stopped	msg_post2.started	msg_post2.stopped	pic_post2.started	pic_post2.stopped	rating_bar_post2.response	rating_bar_post2.rt	rating_bar_post2.started	rating_bar_post2.stopped	end_msg.started	end_msg.stopped	participant	age	gender	date	expName	psychopyVersion	frameRate	
																	p3_cond.xlsx	1	stimuli/a1.png																																																							0	0	0	0	0	1	1	0																																																																					114.63112495499809	None	1	1.598	0.00950392970116809	None																																																																																																				999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																	p3_cond.xlsx	2	stimuli/a2.png																																																							0	0	0	0	0	2	2	1																																																																					116.24864958300168	None	3	1.297	0.008882600697688758	None																																																																																																				999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																	p3_cond.xlsx																																																									0	0	0	0																																																																															117.6904432970041	None																																																																																																		999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	1	2	stimuli/a1.png	stimuli/a2.png	16	76	forced	0	1	0	0	0	stimuli/a2.png																																																	0	0	0	0	0	0	0	3	0	0	0	1																																																																	120.67655754699808	None	129.14749510600086	None	129.14749510600086	None	129.14749510600086	None	left	1.1089820060005877	129.14749510600086	None	129.14749510600086	None	129.14749510600086	129.14749510600086	129.14749510600086	None	130.2808517700032	None	None	None	5	111.263	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	1	2	stimuli/a1.png	stimuli/a2.png	16	76	forced	0	1	0	0	0	stimuli/a3.png																																																	0	0	0	0	0	0	0	3	0	1	1	2																																																																																					None	None	5	111.273	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	1	2	stimuli/a1.png	stimuli/a2.png	16	76	forced	0	1	0	0	0	stimuli/a1.png																																																	0	0	0	0	0	0	0	3	0	2	2	0																																																																																					None	None	5	111.282	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	1	2	stimuli/a1.png	stimuli/a2.png	16	76	forced	0	1	0	0	0																																																		0	0	0	0	0	0	0	3																																																																																																																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	1	3	stimuli/a1.png	stimuli/a3.png	21	47	choice	1	0	0	0	0	stimuli/a2.png																																																	0	0	0	0	0	1	1	0	0	0	0	1																																																																			131.55208859100094	None	131.55208859100094	None	131.55208859100094	None	left	0.9655146700024488	131.55208859100094	None	131.55208859100094	131.55208859100094	131.55208859100094	131.55208859100094	131.55208859100094	None	132.54837642100028	None	None	None	5	113.421	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	1	3	stimuli/a1.png	stimuli/a3.png	21	47	choice	1	0	0	0	0	stimuli/a1.png																																																	0	0	0	0	0	1	1	0	0	1	1	0																																																																																					None	None	5	113.428	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	1	3	stimuli/a1.png	stimuli/a3.png	21	47	choice	1	0	0	0	0	stimuli/a3.png																																																	0	0	0	0	0	1	1	0	0	2	2	2																																																																																					None	None	5	113.434	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	1	3	stimuli/a1.png	stimuli/a3.png	21	47	choice	1	0	0	0	0																																																		0	0	0	0	0	1	1	0																																																																																																																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	2	3	stimuli/a2.png	stimuli/a3.png	26	61	forced	0	0	1	0	0	stimuli/a3.png																																																	0	0	0	0	0	2	2	4	0	0	0	2																																																																			133.65569487700122	None	133.65569487700122	None	133.65569487700122	None	right	2.1581241199965007	133.65569487700122	None	133.65569487700122	133.65569487700122	133.65569487700122	None	133.65569487700122	None	135.83151150100457	None	None	None	5	116.704	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	2	3	stimuli/a2.png	stimuli/a3.png	26	61	forced	0	0	1	0	0	stimuli/a1.png																																																	0	0	0	0	0	2	2	4	0	1	1	0																																																																																					None	None	5	116.71	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	2	3	stimuli/a2.png	stimuli/a3.png	26	61	forced	0	0	1	0	0	stimuli/a2.png																																																	0	0	0	0	0	2	2	4	0	2	2	1																																																																																					None	None	5	116.716	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	2	3	stimuli/a2.png	stimuli/a3.png	26	61	forced	0	0	1	0	0																																																		0	0	0	0	0	2	2	4																																																																																																																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	3	1	stimuli/a3.png	stimuli/a1.png	85	54	forced	0	1	0	1	1	stimuli/a2.png																																																	0	0	0	0	0	3	3	6	0	0	0	1																																																																			137.07265782800096	None	137.07265782800096	None	137.07265782800096	None	left	1.0250237939981162	137.07265782800096	None	137.07265782800096	None	137.07265782800096	137.07265782800096	137.07265782800096	None	138.11514845200145	None	139.12463809600013	None	8	2.559	0.004411170702951495	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	3	1	stimuli/a3.png	stimuli/a1.png	85	54	forced	0	1	0	1	1	stimuli/a1.png																																																	0	0	0	0	0	3	3	6	0	1	1	0																																																																																					141.7115036230025	None	2	1.679	0.008894942700862885	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	3	1	stimuli/a3.png	stimuli/a1.png	85	54	forced	0	1	0	1	1	stimuli/a3.png																																																	0	0	0	0	0	3	3	6	0	2	2	2																																																																																					143.39814087300329	None	9	1.58	0.009266360699257348	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	3	1	stimuli/a3.png	stimuli/a1.png	85	54	forced	0	1	0	1	1																																																		0	0	0	0	0	3	3	6																																																																																																																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	1	2	stimuli/a1.png	stimuli/a2.png	16	79	choice	1	0	0	0	0	stimuli/a1.png																																																	0	0	0	0	0	4	4	1	0	0	0	0																																																																			145.16337478900095	None	145.16337478900095	None	145.16337478900095	None	left	1.1017586969974218	145.16337478900095	None	145.16337478900095	145.16337478900095	145.16337478900095	145.16337478900095	145.16337478900095	None	146.28123220799898	None	None	None	5	3.889	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	1	2	stimuli/a1.png	stimuli/a2.png	16	79	choice	1	0	0	0	0	stimuli/a3.png																																																	0	0	0	0	0	4	4	1	0	1	1	2																																																																																					None	None	5	3.895	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	1	2	stimuli/a1.png	stimuli/a2.png	16	79	choice	1	0	0	0	0	stimuli/a2.png																																																	0	0	0	0	0	4	4	1	0	2	2	1																																																																																					None	None	5	3.9	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	1	2	stimuli/a1.png	stimuli/a2.png	16	79	choice	1	0	0	0	0																																																		0	0	0	0	0	4	4	1																																																																																																																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	2	1	stimuli/a2.png	stimuli/a1.png	13	12	choice	1	0	0	0	0	stimuli/a3.png																																																	0	0	0	0	0	5	5	2	0	0	0	2																																																																			147.480883025004	None	147.480883025004	None	147.480883025004	None	left	0.6743536870053504	147.480883025004	None	147.480883025004	147.480883025004	147.480883025004	147.480883025004	147.480883025004	None	148.1801455169989	None	None	None	5	5.789	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	2	1	stimuli/a2.png	stimuli/a1.png	13	12	choice	1	0	0	0	0	stimuli/a1.png																																																	0	0	0	0	0	5	5	2	0	1	1	0																																																																																					None	None	5	5.795	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	2	1	stimuli/a2.png	stimuli/a1.png	13	12	choice	1	0	0	0	0	stimuli/a2.png																																																	0	0	0	0	0	5	5	2	0	2	2	1																																																																																					None	None	5	5.8	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	2	1	stimuli/a2.png	stimuli/a1.png	13	12	choice	1	0	0	0	0																																																		0	0	0	0	0	5	5	2																																																																																																																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	2	3	stimuli/a2.png	stimuli/a3.png	87	61	choice	1	0	0	0	0	stimuli/a2.png																																																	0	0	0	0	0	6	6	5	0	0	0	1																																																																			149.3306451190001	None	149.3306451190001	None	149.3306451190001	None	left	0.8944978150029783	149.3306451190001	None	149.3306451190001	149.3306451190001	149.3306451190001	149.3306451190001	149.3306451190001	None	150.24764508600492	None	None	None	5	7.855	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	2	3	stimuli/a2.png	stimuli/a3.png	87	61	choice	1	0	0	0	0	stimuli/a1.png																																																	0	0	0	0	0	6	6	5	0	1	1	0																																																																																					None	None	5	7.861	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	2	3	stimuli/a2.png	stimuli/a3.png	87	61	choice	1	0	0	0	0	stimuli/a3.png																																																	0	0	0	0	0	6	6	5	0	2	2	2																																																																																					None	None	5	7.866	None	None	None	None																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx	2	3	stimuli/a2.png	stimuli/a3.png	87	61	choice	1	0	0	0	0																																																		0	0	0	0	0	6	6	5																																																																																																																																																																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																				p4_cond.xlsx																																																														0	0	0	0																																																																																																					151.63586253700487	None																																																																				999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																																																																																																																																																																																												right	9.63563735900243	156.0469060520045	None																																																																999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																																		1	3	stimuli/s1.png	stimuli/s3.png	21	47	1	choice	1	0	0	0	0	0	0	1	1	stimuli/s2.png																																											0	0	0	0	0	0	0	1																																																																																											156.0469060520045	None	None	None	None	None	None	None	None	None	None	None	165.9139231720037	None	165.9139231720037	None	165.9139231720037	None	None	0	165.9139231720037	None	165.9139231720037	165.9139231720037	165.9139231720037	165.9139231720037	165.9139231720037	None	nan	169.9137758680008	None	170.91410294100206	None	None	None	5	151.042	None	None	nan	None	None																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																																		1	3	stimuli/s1.png	stimuli/s3.png	21	47	1	choice	1	0	0	0	0	0	0	1	1	stimuli/s3.png																																											0	0	0	0	0	1	1	2																																																																																																																												None	None	5	151.049	None	None	nan	None	None																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
																																		1	3	stimuli/s1.png	stimuli/s3.png	21	47	1	choice	1	0	0	0	0	0	0	1	1	stimuli/s1.png																																											0	0	0	0	0	2	2	0																																																																																																																												None	None	5	151.058	None	None	nan	None	None																						999	12	F	2020_Mar_06_1318	three_arm_bandit_rating_kb_block	2020.1.2	60.9123070148323	
